-8.9409196018466481 -8.9410608099999997 
-9.6728189243345053 -9.6726054599999998 
-10.196708496070030 -10.198409420000001 
-10.553616005024679 -10.550344700000000 
-10.754726335223305 -10.757109920000000 
-10.841584450037534 -10.843778840000001 
-10.836857554812958 -10.832093779999999 
-10.738597866151341 -10.740881580000000 
-10.584229633259774 -10.586429499999999 
-10.383627619899977 -10.382782949999999
-10.143741092495709 -10.141929340000001
-9.8750630824933374 -9.8742492300000002
-9.5873538660909414 -9.5880410900000008
-9.2882620864835861 -9.2896325300000004
-8.9834076556909146 -8.9842921600000007
-8.6766302050293707 -8.6766093600000005
-8.3703475575297901 -8.3696453799999997
-8.0662052275102027 -8.0654648699999996
-7.7657378047015264 -7.7653925199999998
-7.4705498957491443 -7.4707439700000000
-7.1819513411943205 -7.1823814400000003
-6.9006085409920388 -6.9008979300000002
-6.6267893243744194 -6.6267653400000004
-6.3607928591459348 -6.3603498800000002
-6.1016845505511039 -6.1019103399999999
